track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,youtube_likes,tiktok_posts,tiktok_likes,tiktok_views,youtube_playlist_reach,apple_music_playlist_count,airplay_spins,siriusxm_spins,deezer_playlist_count,deezer_playlist_reach,amazon_playlist_count,pandora_streams,pandora_track_stations,soundcloud_streams,shazam_counts,explicit_track,spotify_id
Panini,Panini,Lil Nas X,2019-06-20,USSM11903948,1003,47.9,741766886.0,96241.0,16599790.0,62.0,659070547.0,10294151.0,334492.0,59073681.0,493209730.0,229239236.0,68.0,46553.0,504.0,22.0,405827.0,18.0,132924483.0,229717.0,43940834.0,2409985.0,False,6fTt0CH2t0mdeB2N9XFG5r
She Had Me At Heads Carolina,Stereotype,Cole Swindell,2022-04-08,USWB12200181,1007,47.9,244709550.0,33533.0,14159174.0,69.0,92809269.0,501049.0,53799.0,11305059.0,140118719.0,466327206.0,31.0,418626.0,159.0,4.0,96022.0,28.0,154772045.0,37582.0,,911477.0,False,200x8ONbPfFzByUr3fVz46
"So Long, London",THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,USUG12401032,1008,47.8,175613480.0,4454.0,20883678.0,84.0,15237337.0,222750.0,,247100.0,1510800.0,24074850.0,29.0,774.0,,6.0,284806.0,27.0,2107786.0,2086.0,,67886.0,False,7wAkQFShJ27V8362MqevQr
good 4 u,good 4 u,Olivia Rodrigo,2021-05-14,USUG12101253,1009,47.8,2167768056.0,12805.0,3065794.0,54.0,,,,,,,93.0,819886.0,,6.0,192922.0,2.0,,,,7171230.0,False,6P4d1NWBCNIYZjzF9k1mVN
bad idea right?,bad idea right?,Olivia Rodrigo,2023-08-11,USUG12304094,1012,47.7,433515672.0,37313.0,23894665.0,12.0,37971085.0,871048.0,236657.0,92857729.0,839351640.0,1213115245.0,73.0,12873.0,495.0,38.0,8664321.0,37.0,10949173.0,15146.0,,706445.0,True,3IX0yuEVvDbnqUwMBB3ouC
"Ay, DiOs M","Ay, DiOs M",KAROL G,2020-07-10,USUM72013593,1016,47.7,599215039.0,57051.0,16707832.0,61.0,834762162.0,5130805.0,2265527.0,71390703.0,779241131.0,38462285.0,111.0,26349.0,168.0,25.0,244418.0,33.0,54177152.0,13881.0,2842552.0,1362793.0,False,1beTDCe7sT7fzm8WIKXicz
happier,SOUR,Olivia Rodrigo,2021-05-21,USUG12101247,1015,47.7,1133535049.0,116055.0,29173011.0,79.0,352845171.0,3883946.0,722581.0,472933333.0,3266081830.0,326868389.0,56.0,20348.0,,11.0,193230.0,11.0,34992093.0,44126.0,,1970544.0,True,2tGvwE8GcFKwNdAXMnlbfl
Lalala,Lalala,Y2K,2019-06-28,USSM11904230,1010,47.7,968133091.0,142494.0,16656325.0,66.0,707665227.0,10665380.0,2733359.0,556612849.0,6342877983.0,368355428.0,76.0,25256.0,267.0,33.0,6401270.0,7.0,,,,9155025.0,True,51Fjme0JiitpyXKuyQiCDo
ONE MORE TIME,ONE MORE TIME / MORE THAN YOU KNOW,blink-182,2023-09-21,USSM12306395,1011,47.7,62097485.0,16027.0,7986146.0,,36646460.0,717689.0,5436.0,2500510.0,39957104.0,40665968.0,23.0,159385.0,44.0,18.0,291819.0,61.0,3622597.0,4137.0,,1145608.0,False,1ja4311zfLHqUL96poSXfP
,,HoneyWorks,2022-11-21,JPX402200183,1014,47.7,23191929.0,5912.0,438018.0,51.0,128703160.0,1112327.0,3400886.0,499324989.0,6284732144.0,80772548.0,3.0,80.0,,,,6.0,46380.0,60.0,,188814.0,False,2xBibqkmXJ4NQCe8lJeZco
Tubaro Te,Tubaro Te,Dj LK da Esc,2022-09-28,BC91N2200001,1013,47.7,150177750.0,30142.0,13282269.0,59.0,153683754.0,1673637.0,2700000.0,1300234701.0,15253039012.0,6064515.0,9.0,151.0,281.0,28.0,89832.0,10.0,64326.0,340.0,,1072415.0,True,4UldILPVpnZO69ffK4B9aA
Chichiquetere,Chichiquetere,HCTM,2022-08-06,SGB502231965,1017,47.6,1858478.0,581.0,37113.0,28.0,163462.0,3981.0,5101153.0,88338099.0,1420793896.0,,,23.0,,,,,,,,49225.0,False,3dGLEQM2mDkHwtA37F4bPx
After Hours,After Hours,Kehlani,2024-04-04,USAT22401034,1019,47.6,34629239.0,3962.0,55053444.0,14.0,2560026.0,50310.0,,477400.0,4592500.0,14602910.0,49.0,36465.0,7.0,17.0,215137.0,32.0,4067131.0,1027.0,603693.0,349619.0,True,4ChomJf8z16E6Zw4EoioYY
Monkeys Spinning Monkeys,SteamFun - Single,Kevin MacLeod,2011-05-16,USUAN1400011,1018,47.6,11477477.0,7679.0,1490705.0,36.0,11457166.0,123604.0,31963934.0,23474223833.0,233232311463.0,1418397.0,4.0,2557.0,,1.0,43207.0,1.0,,,,1177639.0,False,4aWIEDu1UdHuFLHHL10JVk
II MOST WANTED,COWBOY CARTER,Beyonc,2024-03-27,USSM12402717,1022,47.5,76870736.0,5252.0,32501444.0,,6424033.0,126715.0,,,,200314697.0,76.0,35701.0,23.0,83.0,6321279.0,64.0,4488447.0,1755.0,176006.0,286217.0,False,1UP7PXne1lIYZB5G5aiRGL
One Kiss (with Dua Lipa),Dua Lipa (Complete Edition),Calvin Harris,2015-01-01,GBARL1800368,1024,47.5,2178606166.0,291456.0,162511602.0,79.0,1256080361.0,8723122.0,1932873.0,174361744.0,1597020461.0,706333060.0,458.0,160995.0,376.0,548.0,3408335.0,103.0,141238520.0,81291.0,,15829169.0,False,7ef4DlsgrMEH11cDZd32M6
Mmhmm,Mmhmm,BigXthaPlug,2023-10-06,QZNMX2391413,1020,47.5,155648648.0,28131.0,46683719.0,82.0,27758776.0,286628.0,44222.0,881868.0,7609548.0,105397484.0,20.0,23720.0,203.0,1.0,1924.0,10.0,7238417.0,2385.0,5358274.0,479173.0,True,4QTlxavdQGUVitxAvQqqkU
BOP,KIRK,DaBaby,2019-09-27,USUM71918972,1021,47.5,820923123.0,158363.0,34079735.0,68.0,661665888.0,6303898.0,74988.0,16461096.0,129969428.0,156344017.0,68.0,140499.0,401.0,38.0,202117.0,7.0,123274962.0,145513.0,,2417871.0,True,6Ozh9Ok6h4Oi1wUSLtBseN
Husn,Husn,Anuv Jain,2023-12-01,INUM72303081,1023,47.5,181457783.0,12424.0,10746664.0,74.0,130834495.0,1816271.0,,,,1014573386.0,9.0,104.0,,1.0,1097.0,6.0,,1.0,,355361.0,False,0TL0LFcwIBF5eX7arDIKxY
Titanium (feat. Sia),Nothing But The Beat,Sia,2011-01-01,GB28K1100036,1031,47.4,1634403761.0,244291.0,103798139.0,74.0,1855838617.0,9070363.0,223184.0,49312980.0,510515661.0,1440344388.0,253.0,213633.0,53.0,142.0,1062057.0,77.0,651980038.0,1038186.0,,15214627.0,False,0TDLuuLlV54CkRRUOahJb4
Kahani Suno 2.0,Kahani Suno 2.0,Kaifi Khalil,2022-05-31,QZK6Q2278612,1027,47.4,296648613.0,21479.0,6678540.0,68.0,510727740.0,6497078.0,1200000.0,27052606.0,410960127.0,,2.0,,,1.0,1097.0,,,,,422144.0,False,4VsP4Dm8gsibRxB5I2hEkw
No_se_ve.mp3,No_se_ve.mp3 - Single,Emilia,2023-05-03,QM6N22333334,1025,47.4,218340846.0,30667.0,18842918.0,64.0,223159269.0,879627.0,225600.0,67337219.0,876147905.0,290956426.0,20.0,23591.0,12.0,30.0,766172.0,54.0,13860.0,,,744536.0,True,2iIBpwP4FyQ95xgVail3yr
Lean On (feat. M & DJ Snake) - J Balvin & Farruko R,Lean On (feat. M & DJ Snake) [J Balvin & Farruko Re,Major Lazer,2015-09-04,FR6P11501180,1030,47.4,53822187.0,2081.0,465455.0,,3617929617.0,17418989.0,,37.0,956.0,1393748323.0,,,,1.0,234.0,,,,,,False,
Arcade,Arcade,Duncan Laurence,2019-03-07,NL1TK1900001,1029,47.4,1184536529.0,199838.0,52970224.0,69.0,439603979.0,6566306.0,1458534.0,698504294.0,6956515458.0,852884.0,124.0,162431.0,210.0,51.0,343757.0,20.0,43572216.0,21328.0,,11835805.0,False,1Xi84slp6FryDSCbzq4UCD
Ya Te Olvide,Ya Te Olvide,Natanael Cano,2024-05-15,QZ9QQ2400324,1032,47.4,38139811.0,1763.0,29137587.0,79.0,19437867.0,412418.0,,,,,9.0,4.0,,2.0,1229099.0,15.0,938522.0,120.0,,114816.0,False,6Bcy1jJFcIAuAzJMtfpImi
How Deep Is Your Love,How Deep Is Your Love,Calvin Harris,2015-07-17,GBARL1500704,1026,47.4,1156342373.0,168603.0,66723908.0,78.0,1961319809.0,8520003.0,527189.0,148496036.0,982629718.0,234830168.0,364.0,77370.0,80.0,132.0,734737.0,12.0,164858805.0,135026.0,,14394209.0,False,22mek4IiqubGD9ctzxc69s
BUTTERFLY EFFECT,EPIC AF,Travis Scott,2017-01-01,USSM11704799,1028,47.4,1388024799.0,219410.0,37089107.0,79.0,583707677.0,4328247.0,103265.0,22575146.0,236970860.0,39422962.0,133.0,7534.0,,31.0,285491.0,27.0,190725773.0,62017.0,89880570.0,3356112.0,False,2cYqizR4lgvp4Qu6IQ3qGN
Let You Down,Let You Down,NF,2017-09-15,USUM71708226,1034,47.2,1472430869.0,187536.0,40032849.0,73.0,668707222.0,7011620.0,754672.0,35519027.0,270757450.0,128349191.0,68.0,67662.0,137.0,30.0,104624.0,11.0,484243114.0,237879.0,,8887316.0,False,52okn5MNA47tk87PeZJLEL
FE!N (feat. Playboi Carti),FE!N (feat. Playboi Carti),Travis Scott,2024-03-30,USSM22301824,1033,47.2,656618110.0,3.0,82.0,,,,,,,,,,,,,,,,,,True,
Bad Memories (feat. Elley Duh & FAST,Bad Memories (feat. Elley Duh & FAST,MEDUZA,2022-07-22,GBUM72203666,1035,47.2,460973352.0,87026.0,76037102.0,69.0,21938855.0,220610.0,46341.0,11711694.0,202563112.0,,93.0,200995.0,171.0,59.0,1721803.0,22.0,4963625.0,1266.0,2244208.0,3373945.0,False,3rb0tMq42WfggucPm0HHkA
Yo Perreo Sola,YHLQMDLG,Bad Bunny,2020-02-29,QM4TX2030934,1036,47.1,745086450.0,95154.0,29388631.0,67.0,818482247.0,8068018.0,1515908.0,126702212.0,1133216780.0,291194930.0,128.0,24957.0,38.0,35.0,372403.0,53.0,81678830.0,65483.0,,1822325.0,False,0SqqAgdovOE24BzxIClpjw
ETA,NewJeans 2nd EP 'Get Up',NewJeans,2023-07-21,USA2P2330071,1038,47.1,234215735.0,20419.0,7910753.0,74.0,189170317.0,1734442.0,98128.0,38199952.0,297802502.0,537474239.0,24.0,2619.0,21.0,2.0,18940.0,4.0,696801.0,973.0,1352255.0,248138.0,False,56v8WEnGzLByGsDAXDiv4d
Jordan,Jordan,Ryan Castro,2021-04-30,FR96X2111994,1037,47.1,535847791.0,57454.0,22561916.0,73.0,602969531.0,3455570.0,2054500.0,440899222.0,5134093462.0,126173423.0,23.0,16697.0,394.0,9.0,55353.0,29.0,1005285.0,1583.0,,1079602.0,False,3rA37ZTePpSpQ3XW86URnl
Take You Dancing,Take You Dancing,Jason Derulo,2020-07-22,USAT22004479,1039,47.1,716319941.0,98905.0,32882211.0,65.0,460154791.0,3442896.0,522107.0,149900995.0,1506051452.0,176273148.0,145.0,392495.0,115.0,91.0,3010119.0,31.0,111888753.0,21214.0,,,False,59qrUpoplZxbIZxk6X0Bm3
BUBALU,BUBALU,Feid,2023-09-22,USUM72312321,1043,47.0,152487756.0,26763.0,34486818.0,,91266986.0,531703.0,22360.0,672615.0,7708938.0,140740472.0,33.0,45802.0,34.0,44.0,11519450.0,27.0,1037674.0,651.0,,783303.0,False,62xla8336vUnmxTWNzCfRt
Be Alright,Be Alright,Dean Lewis,2018-06-29,AUUM71800255,1042,47.0,1749353402.0,182732.0,81424354.0,72.0,244698483.0,2156754.0,191718.0,48497239.0,379547638.0,2742.0,148.0,153400.0,53.0,47.0,238867.0,26.0,187475548.0,145064.0,38670021.0,12744176.0,True,3EPXxR3ImUwfayaurPi3cm
Jalebi Baby,Jalebi Baby,Tesher,2020-11-13,QZNWQ2070741,1041,47.0,164137928.0,47324.0,4827888.0,58.0,569438267.0,9098356.0,3568275.0,609856643.0,8443743856.0,8067537.0,43.0,20053.0,26.0,3.0,1874.0,3.0,1536646.0,4239.0,3441396.0,6489242.0,False,6GKGoi0FHzldk1ZRQoV1fv
Endless Summer,Endless Summer,Alan Walker,2023-07-13,NOG842305010,1040,47.0,28340672.0,7147.0,9900066.0,55.0,6667293.0,144046.0,2207992.0,16323044.0,395590915.0,13897403.0,8.0,16735.0,,10.0,108472.0,8.0,297266.0,120.0,,150561.0,True,2DVvsgWrZ4rUjupdRGYEXK
Belly Dancer,Belly Dancer,Imanbek,2022-02-18,NLZ542200165,1047,46.9,547114702.0,110008.0,103107258.0,75.0,152539885.0,1025216.0,81866.0,45025550.0,367187204.0,675951120.0,85.0,125928.0,,73.0,1992797.0,42.0,,,,3826486.0,False,7fZBQnc0zXwVybgCIrQQil
Who Told You (feat. Drake),Who Told You (feat. Drake) - Single,J Hus,2023-06-08,GBARL2300716,1046,46.9,142574143.0,72496.0,16207605.0,62.0,16368063.0,168658.0,80897.0,28314723.0,264112132.0,511758.0,90.0,25565.0,45.0,36.0,503882.0,49.0,434491.0,,,845300.0,True,40EXFgNMOIQRQOwJZ8mJkC
NIGHT DANCER,NIGHT DANCER - Single,imase,2022-08-19,JPPO02202918,1045,46.9,239149370.0,46984.0,6134615.0,67.0,281173184.0,3281196.0,1132387.0,226568824.0,2285171989.0,80772548.0,32.0,2272.0,,3.0,10100.0,2.0,304322.0,906.0,,1864998.0,False,3gmn76fCtpDazGMnN0QMHX
Yoksun,Yoksun - Single,Ebru Ya,2024-02-02,FR2X42424385,1048,46.9,33174286.0,1658.0,1193973.0,,119795906.0,342242.0,,,,1145002460.0,9.0,5456.0,,2.0,1581911.0,,,,,499594.0,False,0Rb3Zf4wemUX45NNoo5H0L
DON'T YOU WORRY,Don't You Worry,Black Eyed Peas,2022-06-16,USSM12202555,1044,46.9,302939117.0,48916.0,26723190.0,62.0,236850911.0,1744818.0,86202.0,6704531.0,74013480.0,5024734774.0,57.0,232177.0,654.0,51.0,1215691.0,32.0,1954271.0,2652.0,,4456945.0,False,0gYXw7aPoybWFfB7btQ0eM
"Rowdy Baby (From ""Maari 2"")",U1 For Life,Dhanush,2020-08-26,IND291823075,1057,46.8,58283353.0,12.0,2710.0,,1558088734.0,6652026.0,,,,169255135.0,,,,,,5.0,344.0,98.0,,139710.0,False,1shXlPPEDgeI6MId7wSZph
MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,Elley Duh,2020-01-10,USRC11903813,1054,46.8,1104008150.0,173612.0,51608714.0,72.0,431904675.0,4882117.0,612500.0,304312367.0,2922804533.0,42354537.0,72.0,88909.0,,35.0,997273.0,3.0,19854772.0,17812.0,,10511473.0,False,45JYEmfoWSpCA3Paut7YXE
Pickup Man (feat. Post Malone),HIXTAPE Vol. 3: DIFFTAPE (Small Batch),HARDY,2023-11-09,USUG12305726,1055,46.8,27891947.0,11898.0,5352704.0,,,,,,,,8.0,8698.0,,1.0,1.0,20.0,156941809.0,31924.0,345159.0,96725.0,False,4MXqpnu9lAqqkjSHVlBVoZ
Volando (Remix),Volando (Remix),Mora,2021-07-08,QMFME2105596,1052,46.8,701919939.0,105247.0,22304375.0,68.0,560364244.0,2647485.0,26200.0,9024221.0,74137126.0,45891350.0,85.0,14824.0,15.0,21.0,301957.0,22.0,14229625.0,2125.0,,1404755.0,True,0G2zPzWqVjR68iNPmx2TBe
Moth To A Flame (with The Weeknd),The Highlights (Deluxe),Swedish House Mafia,2021-02-05,USUG12105524,1056,46.8,861100951.0,153435.0,41139591.0,74.0,95899960.0,848696.0,35151.0,18345722.0,184453448.0,2623975.0,122.0,245294.0,305.0,64.0,3075152.0,47.0,20927702.0,4078.0,4485036.0,5566537.0,False,0VO8gYVDSwM1Qdd2GsMoYK
WORTH IT (feat. Don Toliver),WORTH IT (feat. Don Toliver),Offset,2023-10-12,USUM72313166,1050,46.8,48339964.0,24760.0,10056008.0,,9010442.0,103229.0,,1020812.0,10073870.0,1861090.0,21.0,115298.0,406.0,3.0,905920.0,10.0,17202812.0,2526.0,,889320.0,True,7kp6XhIxrvNb8BgTwLjaEx
Cant Catch Me Now - from The Hunger Games: The Ballad of Songbirds &,Cant Catch Me Now (from The Hunger Games: The Ballad of Songbirds & S,Olivia Rodrigo,2023-11-03,USUG12307028,1053,46.8,259807712.0,30605.0,33315037.0,,9545403.0,163045.0,73845.0,85733614.0,538186129.0,,41.0,12664.0,,40.0,592661.0,29.0,6040638.0,5126.0,1472596.0,1027616.0,False,17cia5k4BpGVlyEfqrFH50
Solteiro Forado - (Boiadeira Internacio,Solteiro Forado (Boiadeira Internacio,Ana Castela,2023-07-07,BX3022300019,1051,46.8,210195998.0,10723.0,12965116.0,65.0,291263121.0,1409361.0,33900.0,3996634.0,55226429.0,1201657034.0,6.0,6009.0,,22.0,7921538.0,9.0,1736.0,,,137611.0,False,4Z2i41GDQyu3KRpBavEnyR
"Naina (From ""Crew"")","Naina (From ""Crew"") - Single",Diljit Dosanjh,2024-03-05,INT102400827,1049,46.8,65661355.0,2351.0,12360484.0,76.0,89220257.0,546476.0,,,,44670108.0,16.0,617.0,,2.0,1606.0,20.0,,,,127403.0,False,1eZefeDb8uOsjvcbl1fJrG
Bel Bont El3areedh,Haflet Al'ahramat 2022 - Egypt,Hussain Aljassmi,2022-12-19,AEA142213346,1059,46.7,16119.0,5.0,411.0,6.0,634519417.0,4362725.0,,,,2105270.0,,,,,,,,,,,False,0EN0Wa50PlhZlX1QBxSRhe
"Naa Ready (From ""Leo"")","Naa Ready (From ""Leo"")",Anirudh Ravichander,2023-06-22,INS172307161,1058,46.7,142430643.0,6611.0,5093444.0,64.0,347065741.0,4171813.0,,663.0,18800.0,153732169.0,8.0,46.0,,,,18.0,2762.0,,,101174.0,False,1B02UI29t3PTh3m98absaP
Djala Que Vuelva (feat. Manuel Tur,Djala Que Vuelva (feat. Manuel Tur,Piso 21,2017-10-20,MXF151700546,1061,46.6,871780891.0,56085.0,22005461.0,68.0,2169311851.0,4669074.0,137939.0,12865488.0,121241311.0,206887325.0,41.0,123.0,55.0,46.0,5165685.0,44.0,28752324.0,9678.0,,1867651.0,False,1j6xOGusnyXq3l6IryKF3G
Feel the POP,You had me at HELLO,ZEROBASEONE,2024-05-13,KRA492400588,1060,46.6,8699917.0,533.0,10481435.0,58.0,31498812.0,685645.0,,131400.0,329800.0,,5.0,101.0,9.0,4.0,34481.0,25.0,1443.0,16.0,17497.0,11352.0,False,3JnaRKReO6TFGEdhggFWZG
Diamonds,Unapologetic (Edited Version),Rihanna,2012-01-01,USUM71211793,1063,46.5,1419912461.0,180128.0,62951327.0,70.0,2336257288.0,11532780.0,12421.0,899775.0,6890158.0,404667689.0,164.0,248320.0,81.0,123.0,1169312.0,53.0,545061119.0,521352.0,,11373333.0,False,6O20JhBJPePEkBdrB5sqRx
Fuera del mercado,@dannocean,Danny Ocean,2022-02-17,USWL12200098,1064,46.5,535013440.0,57772.0,25048190.0,71.0,162236183.0,1010851.0,2681307.0,387587032.0,4479627831.0,339251328.0,54.0,28857.0,327.0,32.0,910491.0,28.0,1646419.0,1389.0,,1371874.0,True,1UdzJEpgJxtuXAlCOvD4S0
Poor People We,Poor People We,Harp and a monkey,2022-11-28,UKXN22273282,1062,46.5,1071.0,6.0,1694.0,,654777639.0,,,,,176.0,,2.0,,,,,,,,23.0,False,1yffw2Yjq4DMsCyw7SeRKB
El Cielo,El Cielo - Single,Sky Rompiendo,2023-06-02,USSD12300241,1068,46.4,354097795.0,53606.0,50446311.0,74.0,89166241.0,599270.0,26367.0,10289035.0,107126101.0,9653765.0,64.0,18198.0,53.0,37.0,398533.0,19.0,5226972.0,391.0,,542456.0,True,4PA1wK0leCjmRZlP5dQ8Lv
ALL MY FELLAS,ALL MY FELLAS,Frizk,2023-09-19,QZTAZ2359846,1070,46.4,56978899.0,19534.0,2505224.0,,31575700.0,824524.0,1095900.0,77314395.0,641905367.0,86472968.0,3.0,13.0,49.0,,,,345036.0,3980.0,,460827.0,True,1ckhUtD8nBH2ShPlU8w2nU
Bebefinn Song,Bebefinn Song - Single,Pinkfong,2024-05-03,KRE672300203,1069,46.4,38895.0,8.0,611.0,,50007108.0,65432.0,,,,,1.0,,,,,,,,,,False,1VHW51HXvM941UlH0ietcG
BITTERSUITE,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401987,1066,46.4,58810212.0,3394.0,9510078.0,87.0,,,97.0,,,,31.0,146.0,,5.0,159005.0,9.0,161908.0,138.0,680392.0,104093.0,False,7DpUoxGSdlDHfqCYj0otzU
Me Fui de Vacaciones,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214894,1067,46.4,366872354.0,61014.0,15444758.0,68.0,146768761.0,1402279.0,2232600.0,180281548.0,1794129686.0,20198310.0,14.0,8167.0,,8.0,482273.0,7.0,10647882.0,2818.0,2328837.0,768036.0,False,28GCbKgjlVD9eDmasGbe0T
Talk (feat. Disclosure),Talk,Khalid,2019-02-07,USRC11900004,1065,46.4,968194426.0,121168.0,29487473.0,64.0,468753245.0,3701432.0,622138.0,22886397.0,175481915.0,364423555.0,171.0,301064.0,955.0,58.0,635116.0,73.0,374578867.0,177764.0,,5865620.0,False,6TqXcAFInzjp0bODyvrWEq
Rompe La Dompe,Rompe La Dompe,Peso Pluma,2023-12-28,QMFMG2368181,1071,46.3,164219485.0,11966.0,20373836.0,,101560741.0,564659.0,,,,414178081.0,15.0,643.0,,16.0,13007504.0,11.0,3424638.0,1070.0,,184898.0,True,2OWv3lRR8PtOVuHWzQNRs2
greedy sped up,greedy,Tate McRae,2023-09-14,USRC12302740,1074,46.2,21648841.0,2778.0,2506076.0,,,,1992300.0,242655468.0,3067524132.0,,2.0,4.0,400.0,1.0,878.0,8.0,608904.0,447.0,,,True,6y6KaCid6AI0P5h8ozb0eZ
Reloj,Reloj,Rauw Alejandro,2020-10-22,USSD12000471,1072,46.2,579749218.0,90725.0,22415388.0,65.0,645701697.0,3354975.0,1567493.0,149903879.0,1294351127.0,154245751.0,89.0,16280.0,13.0,22.0,291938.0,23.0,47558473.0,9485.0,,1542421.0,True,4loQgPwJHocL3dFwLfjb1J
,- Single,,2024-03-22,THSOH2402582,1073,46.2,2730458.0,257.0,128196.0,,89974882.0,536584.0,,,,,1.0,,,,,,,,,15042.0,False,3tlRdHcGR4gq7UzQv5cVMJ
Youre Mines Still (feat.,Youre Mines Still (feat.,Yung Bleu,2020-10-15,USWB12004394,1075,46.1,233139871.0,77694.0,13955396.0,63.0,425539008.0,2824144.0,98082.0,15980144.0,111422826.0,42967196.0,53.0,194040.0,57.0,5.0,638.0,5.0,155675259.0,46530.0,25280506.0,523078.0,True,6tiKwZppNjrls8RsPQwK6r
BADGYAL,SAKURA,SAIKO,2024-04-26,QM4TX2482887,1076,46.1,56282981.0,5849.0,51387051.0,80.0,13102384.0,110873.0,,,,5411568.0,25.0,982.0,,11.0,2671234.0,5.0,3698.0,9.0,,279219.0,True,3ng8tfwvzR4BBwa9yaMms6
Sorry 4 The Wait,Sorry 4 The Wait,Lil Wayne,2022-01-14,USUG12106458,1079,46.0,24285898.0,8422.0,1181602.0,54.0,9750600.0,41196.0,917.0,97854.0,1029336.0,2034.0,1.0,104.0,,1.0,23919.0,,16796873.0,965499.0,,211234.0,True,524yEMK9wdiqPMqkE9kd9H
DILUVIO,PLAYA SATURNO,Rauw Alejandro,2023-07-07,USSD12300302,1078,46.0,310562790.0,33458.0,54918981.0,79.0,113130284.0,482647.0,148600.0,42427834.0,372688472.0,784575181.0,55.0,8643.0,50.0,42.0,3054645.0,43.0,9966566.0,2768.0,169769.0,841414.0,True,2kz1YOhJiNubjigR1gB1VX
ZEZE (feat. Travis Scott & Offset),ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-10-12,USAT21811523,1080,46.0,1070685587.0,203323.0,32147932.0,71.0,494548432.0,4682485.0,1386205.0,55794187.0,463776007.0,84796677.0,82.0,72133.0,90.0,27.0,129554.0,14.0,235258481.0,117224.0,,4235259.0,True,0FZ4Dmg8jJJAPJnvBIzD9z
"Kesariya (From ""Brahmastra"")","Kesariya (From ""Brahmastra"") - Single",Pritam,2022-07-17,INS172203702,1084,46.0,516740949.0,30584.0,13659510.0,67.0,548697509.0,6082861.0,,,,174637093.0,35.0,2050.0,,1.0,1097.0,13.0,896892.0,661.0,3338.0,372802.0,False,4UMIv5jd9gK98a39BQRD9X
The Craving (single version),The Craving (single version) - Single,Twenty One Pilots,2024-05-22,USAT22403454,1083,46.0,9084595.0,1087.0,26826278.0,,11912619.0,302647.0,,,,59828100.0,33.0,7678.0,15.0,20.0,476040.0,78.0,1346719.0,92.0,,35315.0,False,0S7lkKStHgfgjgwSFOvRNA
Bartolito,20 GRANDES X,Duo Tiempo de Sol,2015-10-05,ARF061500454,1082,46.0,70061366.0,6847.0,1133511.0,62.0,3257763799.0,9018759.0,,,,,2.0,199.0,,1.0,3695.0,,,,17519.0,73794.0,False,0YP2zvKNM70QgRaHqUOtXG
Peaches,The Super Mario Bros. Movie (Original Motion Picture Soundtrack),Jack Black,2023-04-07,USQ4E2204040,1077,46.0,144252786.0,35929.0,3276465.0,64.0,68229038.0,1462629.0,822942.0,255693787.0,3002241315.0,17180346.0,17.0,,817.0,3.0,146493.0,10.0,17629603.0,82070.0,946535.0,292159.0,False,4w9soAM7IrmYDhSXLp14p6
Counting stars,Until the morning 2,OneRepublic,2014-08-04,FR0Z50017635,1081,46.0,,,,,4069201723.0,18144051.0,,,,399937303.0,,,,1.0,180.0,,,,,,False,
Take My Breath - Single Version,Take My Breath,The Weeknd,2021-08-05,USUG12102076,1085,45.9,465348362.0,89586.0,17062402.0,57.0,218889957.0,2186587.0,42395.0,17828688.0,224955330.0,2420528253.0,151.0,373541.0,489.0,46.0,2548365.0,44.0,78039281.0,7207.0,,,False,6OGogr19zPTM4BALXuMQpF
Lavender Haze,Midnights,Taylor Swift,2022-10-21,USUG12205734,1090,45.9,711138043.0,42535.0,28394531.0,73.0,26695871.0,411132.0,90029.0,35207211.0,302181012.0,,66.0,249917.0,1936.0,11.0,844207.0,54.0,54466202.0,20497.0,,900372.0,True,5jQI2r1RdgtuT8S3iG8zFC
KU LO SA - A COLORS SHOW,KU LO SA - A COLORS SHOW,Oxlade,2022-06-10,QMEU32209358,1089,45.9,331419634.0,92569.0,17049738.0,68.0,90820063.0,924838.0,582831.0,42516541.0,534189550.0,51539371.0,116.0,64413.0,,47.0,729868.0,41.0,6105145.0,2592.0,,4816359.0,False,2WigMwGJysIh9fRnSJvpjn
Toca o Trompete,Cad o After? P,Felipe Amorim,2023-07-21,BCOOP2300013,1087,45.9,166784328.0,15122.0,14569377.0,66.0,196927226.0,943630.0,482200.0,79195177.0,1222155154.0,385123282.0,10.0,98.0,,19.0,541722.0,9.0,,,,173558.0,True,54u86CmMqGI1rRuULlTqaB
Nobody Gets Me,SOS,SZA,2022-12-09,USRC12204598,1091,45.9,561645790.0,58561.0,39587642.0,82.0,79127644.0,867545.0,61070.0,32412474.0,220878489.0,325461284.0,64.0,61047.0,293.0,40.0,235219.0,23.0,20725484.0,11445.0,3758963.0,1208187.0,True,5Y35SjAfXjjG0sFQ3KOxmm
Sleep Well,Sleep Well - Single,CG5,2024-02-16,USA2P2406901,1086,45.9,19236234.0,1602.0,962658.0,,114064058.0,1339987.0,,,,1352193313.0,,,,,,,516534.0,3014.0,,71078.0,False,5c0LlTO3yRYMkElrZCByjy
