track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,youtube_likes,tiktok_posts,tiktok_likes,tiktok_views,youtube_playlist_reach,apple_music_playlist_count,airplay_spins,siriusxm_spins,deezer_playlist_count,deezer_playlist_reach,amazon_playlist_count,pandora_streams,pandora_track_stations,soundcloud_streams,shazam_counts,explicit_track,spotify_id
Bertahan Terluka,Bertahan Terluka - Single,Fabio Asher,2022-02-02,SGB502203331,3603,22.6,171663870.0,10620.0,2901653.0,4.0,169981704.0,823356.0,1446616.0,315673377.0,4039554717.0,2312695.0,5.0,2475.0,,,,,,,,89958.0,False,1pAum8mSIFYHL009Ke9pT6
if looks could kill,if looks could kill,Destroy Lonely,2023-03-03,USUM72302654,3618,22.6,88771696.0,46086.0,4886494.0,62.0,11580205.0,273458.0,3641.0,2217176.0,13785559.0,2668776.0,3.0,27.0,35.0,,,7.0,306963.0,838.0,,456300.0,True,7cFLFmj3fLV5wxhcFfol7u
Save Me The Trouble,"Save Me The Trouble, Heartbreak On The Map, Bigger Houses",Dan + Shay,2023-07-14,USWB12302904,3616,22.6,28945482.0,3303.0,2239918.0,52.0,,,2424.0,90595.0,1916491.0,,10.0,141650.0,2.0,3.0,88393.0,13.0,13593333.0,1095.0,,219049.0,False,1mbGClliIFnN06tuMdnkZn
Marisola - Remix,Marisola (Remix),Cris Mj,2022-12-15,CLA1D2200030,3621,22.6,325264193.0,47780.0,22081093.0,70.0,,,28194.0,7137722.0,83764776.0,,9.0,18164.0,20.0,18.0,549718.0,24.0,590914.0,374.0,,,True,
Trampoline,Trampoline,SHAED,2018-05-18,QZ47A1800201,3615,22.6,229366200.0,37923.0,4719100.0,55.0,96307326.0,1364046.0,598075.0,72671267.0,815192203.0,6201413.0,47.0,270234.0,,13.0,7187.0,43.0,241661372.0,124369.0,16351257.0,,False,6AFAey1TrtgGNkgCMTEVCq
Alone (with Nicki Minaj),Alone,Kim Petras,2023-04-21,USUG12302442,3622,22.6,79045342.0,18284.0,6628769.0,55.0,34142538.0,565870.0,19430.0,9297727.0,105037367.0,711554335.0,42.0,61153.0,858.0,18.0,214894.0,44.0,12737821.0,856.0,,994509.0,True,7kOletJ0Q5H4MWe7cfeZXP
God,GO LIVE,Stray Kids,2020-06-17,US5TA2000037,3600,22.6,354643707.0,30447.0,7012694.0,68.0,529909818.0,8469062.0,147664.0,141180977.0,703479878.0,34239087.0,14.0,887.0,20.0,5.0,70358.0,16.0,2869102.0,9153.0,,,False,4XPXrcpyNr30Km6aPiflJy
Te Vi,Los muchachos vol. 1 - EP,Piso 21,2018-06-01,MXF151800454,3610,22.6,752708868.0,62653.0,31913503.0,70.0,535764821.0,2159262.0,751220.0,59390273.0,427823320.0,131977173.0,68.0,16739.0,69.0,46.0,347376.0,31.0,41720770.0,12717.0,,2326604.0,False,059bcIhyc2SBwm6sw2AZzd
I Wanna Be Yours,AM,Arctic Monkeys,2013-01-01,GBCEL1300373,3597,22.6,2185240293.0,277753.0,129062801.0,86.0,109538379.0,1268458.0,2636.0,16502076.0,105020737.0,,39.0,2746.0,,36.0,2608421.0,35.0,38918532.0,20659.0,,4280207.0,False,5XeFesFbtLpXzIVDNQP22n
Boyfriend,Believe,Justin Bieber,2012-01-01,USUM71202650,3614,22.6,538918222.0,73149.0,29404069.0,70.0,992302781.0,6629367.0,260418.0,26028741.0,149188520.0,184669606.0,43.0,5481.0,66.0,20.0,206290.0,17.0,196398467.0,707576.0,313957.0,3052967.0,False,3UGIZ8qcrMTwzLbx6Kttqt
PARANOIA,PARANOIA,HEARTSTEEL,2023-10-23,QZH6S1900806,3601,22.6,77600263.0,13012.0,1664856.0,,50406342.0,923571.0,11600.0,11407462.0,80073768.0,76473184.0,,80.0,,,,,196297.0,107.0,,74897.0,False,29WxJqIfDRMo9isV07kbJP
Story of My Life,Story of My Life,One Direction,2013-10-28,GBHMU1300210,3607,22.6,1275036167.0,143693.0,85520811.0,79.0,264658339.0,3696633.0,330028.0,105141667.0,862277477.0,62831.0,101.0,86998.0,111.0,44.0,322268.0,24.0,303993932.0,275062.0,,9015652.0,False,4nVBt6MZDDP6tRVdQTgxJg
Black Summer,Black Summer,Red Hot Chili Peppers,2022-02-04,USWB12105880,3606,22.6,128264127.0,34856.0,14539064.0,57.0,57252735.0,907529.0,4321.0,1049186.0,20590526.0,97206641.0,21.0,184255.0,100.0,17.0,35774.0,23.0,7419824.0,2929.0,,1471206.0,False,3a94TbZOxhkI9xuNwYL53b
Devil You Know,Devil You Know - Single,Tyler Braden,2024-02-02,USWB12400281,3599,22.6,37634335.0,4046.0,11535906.0,21.0,12646991.0,155250.0,,,,649110857.0,7.0,3216.0,43.0,3.0,11371.0,25.0,23487655.0,1844.0,265114.0,108677.0,False,6tWGe6nvXFWT0KhGCXM89q
run for the hills,THINK LATER,Tate McRae,2023-12-08,USRC12302981,3604,22.6,120880428.0,10296.0,16902097.0,,11115978.0,143233.0,,,,1813086064.0,25.0,6894.0,307.0,29.0,297952.0,18.0,13430776.0,1931.0,,147452.0,True,51hyZpbJlIgZIaX3TtMxmu
I Know - PR1ISVX Edit,I Know (PR1ISVX Edit),Kanii,2023-03-24,USWB12301125,3617,22.6,152454686.0,34461.0,5057389.0,65.0,,,,,,,4.0,161.0,,2.0,190.0,,473548.0,562.0,5229423.0,159945.0,True,3vcLw8QA3yCOkrj9oLSZNs
Wish,Wish,Diler Kharkiya,2020-11-20,INS922000422,3598,22.6,10848948.0,1036.0,186826.0,45.0,681881643.0,3559389.0,471.0,58718.0,1327611.0,,,,,,,,,,,42722.0,False,0FR8FGorkmM4SMXKSTq2Rn
Let Me Love You,Turning Point,Mario,2004-01-01,USJAY0400348,3608,22.6,971172980.0,146441.0,57655350.0,70.0,996052113.0,5781852.0,158366.0,21655145.0,171491357.0,559214970.0,119.0,112158.0,106.0,86.0,1476213.0,31.0,1022198659.0,550385.0,139191.0,6473758.0,False,7GaFYUqP2WdR4KTPk7cXoP
Sofia,Sofia,Alvaro Soler,2016-04-15,DEUM71601055,3612,22.6,353525330.0,59509.0,9323605.0,65.0,1004545222.0,7106869.0,379396.0,17082677.0,151019644.0,191192432.0,21.0,43791.0,4.0,16.0,74676.0,14.0,945763.0,10078.0,,6134790.0,False,5vj59ONIVbyhcrI8ZSwoRo
Beso (Fruta Fresca),Beso (Fruta Fresca),Wakyin,2023-12-13,USUG12310037,3605,22.6,26036782.0,13038.0,16595457.0,,4008686.0,45996.0,,,,,5.0,810.0,36.0,12.0,520010.0,8.0,,,1921607.0,417318.0,False,0r3nMF80NSIuPIxeod4aoG
Ya Lili,Ya Lili,Balti,2017-11-07,LBA0H1700138,3609,22.6,54678867.0,18538.0,1506717.0,46.0,1004615686.0,7493088.0,898905.0,35556332.0,816621236.0,3865576.0,4.0,473.0,,6.0,44373.0,,,,,3070031.0,False,21b4ZOvOvcmoUCGR4uFbrb
Those Eyes,Those Eyes,New West,2019-05-10,TCAEE1990215,3613,22.6,785139012.0,119530.0,33481593.0,73.0,147215663.0,1730949.0,114347.0,79425600.0,594352793.0,3600049.0,23.0,19144.0,399.0,9.0,28495.0,13.0,930098.0,2030.0,,2332983.0,False,2psRActEWsTlYYd7EDoyVR
Little Foot Big Foot (feat. Young Nudy),Atavista,Childish Gambino,2024-05-13,USRC12302587,3602,22.6,7362358.0,1483.0,4517785.0,,6647943.0,266158.0,,,,381728.0,17.0,375.0,,21.0,139488.0,16.0,296216.0,228.0,85267.0,42895.0,True,1SdqlTmK9P97PntBQrtf85
Expl,Para Mi Ex,Myke Towers,2020-12-15,QMFMF2007349,3619,22.6,243931915.0,57909.0,7781405.0,62.0,337123245.0,1592106.0,38300.0,13056090.0,116038150.0,13620018.0,24.0,3123.0,,3.0,19077.0,4.0,12008035.0,2206.0,,466416.0,True,6qraVL4IJaIj0IuEexYJNa
Girl On Fire,NRJ Music Awards 2013,Alicia Keys,2012-01-01,USRC11201015,3620,22.6,646295324.0,96138.0,42759011.0,71.0,719570982.0,5771711.0,1767171.0,100602291.0,1264756176.0,233120548.0,112.0,132465.0,164.0,67.0,216702.0,33.0,130538038.0,461006.0,,5809958.0,False,4esOae7i4rqTbAu9o5Pxco
Like I Want You,LIKE I WANT YOU,Giveon,2019-11-21,USSM11914370,3623,22.6,382565051.0,85310.0,24209669.0,69.0,121875542.0,986189.0,62502.0,17799186.0,123745488.0,1263721.0,55.0,25.0,24.0,14.0,71931.0,1.0,26786493.0,21467.0,21223826.0,1222113.0,False,6qBFSepqLCuh5tehehc1bd
"Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")","Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")",Himesh Reshammiya,2023-02-12,INZ031412468,3638,22.5,5828713.0,790.0,115824.0,,251302629.0,2884972.0,,,,87239915.0,2.0,,,,,2.0,,,,97864.0,False,7ydL7JdjmF55zGMHM0ieKQ
Black Magic,Black Magic,Little Mix,2015-05-21,GBHMU1500046,3637,22.5,642037328.0,56621.0,20621933.0,67.0,1143353058.0,9332783.0,130256.0,33193688.0,290754721.0,633436955.0,110.0,39176.0,2.0,25.0,115424.0,21.0,39284360.0,53359.0,,2332701.0,False,6rmXhRIemCTPyMYZRDN7Qg
Budapest,Did You Hear the Rain?,George Ezra,2013-11-03,GBARL1400477,3646,22.5,1142061871.0,140545.0,43438732.0,79.0,265620751.0,1528733.0,13128.0,5175533.0,42711557.0,16631579.0,183.0,106124.0,208.0,68.0,309720.0,36.0,336791180.0,192462.0,360734.0,12360774.0,False,2ixsaeFioXJmMgkkbd4uj1
Shellfish cumbia,Retumbo,H2O,2023-03-31,USA2B2308081,3633,22.5,,2.0,4.0,,244228052.0,570281.0,,,,,,2.0,,,,,,,,,False,2eZIzczFE1czNsScPECA1U
La Ge,La Gerita - Si,Grupo Marca Registrada,2024-04-26,BK4DA2412746,3645,22.5,27813921.0,1325.0,40146341.0,75.0,12969075.0,88088.0,,,,,5.0,5.0,,2.0,39467.0,,104690.0,293.0,,103648.0,False,3ScaLvfm2RJvLaXETbIYut
Mi Tesoro (feat. Nicky Jam),Motivan2,Zion & Lennox,2016-09-30,USWL11600243,3631,22.5,162240700.0,16013.0,5249592.0,54.0,168005056.0,764995.0,6895858.0,72549539.0,1426765550.0,150952.0,10.0,1586.0,5.0,13.0,69938.0,10.0,33136221.0,7883.0,,829090.0,False,5HABnFSYvl6mTmg8nSdzHa
ERE,ERE,juan karlos,2023-08-04,PHUM72300128,3626,22.5,117290821.0,8229.0,6844366.0,62.0,79061420.0,533194.0,220671.0,17870184.0,201566991.0,46522818.0,5.0,715.0,,,,,31098.0,101.0,,20508.0,True,2BLdelIp46CHvKkyWeqZHL
Alcohol-Free,Alcohol-Free,TWICE,2021-06-09,US5TA2100022,3634,22.5,224295163.0,24906.0,7188926.0,62.0,398036555.0,5248109.0,154492.0,122614400.0,811061720.0,162479822.0,25.0,2581.0,46.0,1.0,32602.0,25.0,483553.0,1561.0,,339808.0,False,0BTaaKT4RMbs5M73tOHX5Y
Bad boy,Bad boy,Marwa Loud,2018-01-01,FR7IX1800130,3639,22.5,228588822.0,55077.0,5070531.0,63.0,526305086.0,5736409.0,2331929.0,348414974.0,3551204518.0,231380.0,12.0,8461.0,,9.0,15135.0,4.0,197001.0,1063.0,,4386468.0,False,0RE4crnT3jRms1xxVlEZx2
Voices In My Head,Voices In My Head,Falling In Reverse,2022-05-31,USEP42231001,3644,22.5,122568479.0,33824.0,2017666.0,68.0,109752215.0,1100224.0,20900.0,2568996.0,33939631.0,15820345.0,7.0,51518.0,106.0,3.0,7303.0,14.0,28094423.0,9522.0,,365803.0,True,5XUuldRjPXcP5QxyEN4IXT
LA NENA,LA NENA - Single,Lyanno,2024-04-11,QM4TW2488674,3643,22.5,29683046.0,4064.0,52935650.0,80.0,7710244.0,112034.0,,,,2613123.0,10.0,790.0,,6.0,88547.0,21.0,770441.0,82.0,,71193.0,True,1XV28AhakcpzWGBmU2j2Ld
Better Now,beerbongs & bentleys,Post Malone,2018-04-27,USUM71805184,3647,22.5,1953403531.0,5013.0,1630513.0,46.0,849135355.0,6338986.0,,,,605280632.0,54.0,,,,,1.0,,,,,False,3AISCGqWZmb6UPxoYrXaA9
Hati-Hati di Jalan,Manusia,Tulus,2022-03-03,FR2X42253130,3627,22.5,306652166.0,21841.0,7413119.0,69.0,225136062.0,2113507.0,371413.0,158047875.0,1719389454.0,,17.0,13846.0,,,,,,,,107807.0,False,2hHeGD57S0BcopfVcmehdl
Algo M,Algo M,Rauw Alejandro,2020-06-25,USSD12000187,3648,22.5,304134537.0,57388.0,9038307.0,64.0,345512160.0,1952713.0,327887.0,43897868.0,279992648.0,4682360.0,40.0,860.0,,6.0,46735.0,10.0,3511988.0,1365.0,995870.0,872301.0,False,7D93pJcwymzaZx8WgBo2zG
Quicksand,Quicksand,Morray,2020-10-30,CA5KR2101974,3642,22.5,92536126.0,39798.0,3748995.0,53.0,290871758.0,2393255.0,17868.0,11967754.0,101473422.0,22027642.0,27.0,72653.0,235.0,4.0,2505.0,,77453676.0,29684.0,,1464482.0,True,4iCZ6Cr76For1TuHUQ90r8
Singapur,El Androide,El Alfa,2020-05-15,USDY42003198,3641,22.5,200520284.0,32859.0,6302679.0,64.0,477774248.0,3156383.0,619224.0,144110176.0,1255331962.0,9497811.0,6.0,1955.0,78.0,4.0,17685.0,8.0,6405667.0,6171.0,,576685.0,False,5q7icrT1Wn8PHaePIjYYyg
Just Dance,The Fame,Lady Gaga,2008-01-01,USUM70807646,3629,22.5,1062571821.0,183102.0,83157868.0,74.0,566585521.0,2999671.0,135610.0,86779845.0,623454990.0,175213622.0,166.0,209992.0,425.0,69.0,1145161.0,54.0,267910774.0,490969.0,9858069.0,7126620.0,False,1dzQoRqT5ucxXVaAhTcT0J
Tom's Diner,Tom's Diner,AnnenMayKantereit,2019-06-28,DEUM71903009,3640,22.5,296543065.0,117924.0,14177874.0,68.0,205245834.0,3566571.0,256438.0,262367607.0,2473547695.0,6435978.0,12.0,6060.0,148.0,16.0,103155.0,12.0,1650972.0,10222.0,527470.0,3560853.0,False,0oA9wBGDY4uyILLg4GymWP
La Jeepeta - Remix,La Jeepeta (Remix),Nio Garcia,2020-04-24,QM6MZ2057011,3625,22.5,672449007.0,89441.0,25654350.0,64.0,,,1264802.0,76708336.0,770493680.0,,68.0,13831.0,24.0,27.0,345282.0,2.0,48472013.0,23470.0,,1329269.0,True,1mohfLaTJtB2RplHLQVM70
Ojos Marrones,Ojos Marrones - Single,Dos Waves,2023-02-12,GX3Q92325690,3632,22.5,2307.0,,,,268591891.0,1143635.0,,,,373331912.0,,1.0,,,,,,,,1542.0,False,022fOZlMHkjf2pJ1MO3cED
Marvins Room,Marvins Room,Drake,2011-07-22,USCM51100267,3624,22.5,597923434.0,102247.0,25718396.0,68.0,201599895.0,1427945.0,27417.0,22548238.0,138482890.0,10451007.0,81.0,185.0,16.0,12.0,148200.0,37.0,514851526.0,1225805.0,2647672.0,,True,047fCsbO4NdmwCBn8pcUXl
The Motto,Take Care (Deluxe),Drake,2011-11-15,USCM51100731,3630,22.5,549699659.0,89323.0,25996675.0,68.0,76930754.0,622540.0,2177.0,1966065.0,13825915.0,11000116.0,89.0,39594.0,118.0,21.0,241905.0,13.0,856303899.0,1008460.0,,,True,4Kz4RdRCceaA9VgTqBhBfa
Hot (feat. Gunna),So Much Fun,Young Thug,2019-08-16,USAT21904711,3635,22.5,387820994.0,84975.0,16825587.0,64.0,292576551.0,2516143.0,108794.0,43178104.0,366572254.0,30753691.0,46.0,6.0,,15.0,26150.0,16.0,85953532.0,43543.0,,2389263.0,True,5Z8HZM6iQMhhqyPcCGY5g9
Skibidi Toilet,Skibidi Toilet,Lil Big Stack,2023-06-18,QZMEP2360644,3636,22.5,8388731.0,1929.0,194015.0,55.0,7936486.0,153016.0,1182000.0,31867349.0,639301182.0,,,,,,,,,,,15378.0,False,73AiQc9SXjjeii7jbhQ6Vc
moment,moment,Vierre Cloud,2019-12-19,QM42K1931856,3628,22.5,383570519.0,111710.0,19093657.0,71.0,25031987.0,409300.0,96178.0,50379871.0,332001686.0,67641.0,9.0,13.0,,4.0,59180.0,,2019419.0,3941.0,21158083.0,914081.0,False,5K9tfeoiztw94dyWzF39jq
Heaven Takes You Home,Paradise Again,Swedish House Mafia,2022-04-15,USUG12202132,3649,22.5,248202976.0,55197.0,31793054.0,71.0,59788261.0,351230.0,11712.0,2134589.0,36131031.0,1752736829.0,50.0,49346.0,347.0,35.0,1204670.0,12.0,6850903.0,1019.0,,,False,3nEHrvNNtgLv9rneTAYVr4
Far Away (2020 Remaster),All The Right Reasons (15th Anniversary Expanded Edition),Nickelback,2020-10-02,USRH12000111,3661,22.4,378296524.0,1941.0,494700.0,61.0,,,,,,,5.0,,,,,7.0,519451782.0,175525.0,,,False,05rWggLwQ2weA4D2cRAt55
God Damn,Ek Tha Raja,Badshah,2024-03-18,INUM72400156,3651,22.4,34233316.0,1547.0,5202586.0,70.0,32452229.0,499855.0,,,,19904542.0,9.0,216.0,,2.0,796.0,13.0,7187.0,13.0,,66159.0,False,209QxKVJzh2FLUmZHpYs4m
Razzi Bolja,Razzi Bolja,Harjeet Deewana,2021-01-17,ING582100020,3664,22.4,14329936.0,1206.0,238098.0,51.0,651601460.0,2438665.0,189.0,14251.0,249060.0,,,,,,,,,,,38084.0,False,0XBPinXhWqkGZxuKJRqk77
"Tested, Approved & Trusted",I Told Them...,Burna Boy,2023-08-23,USAT22307524,3658,22.4,42115225.0,15081.0,3685016.0,61.0,35754905.0,292516.0,171.0,694348.0,12150553.0,100107628.0,50.0,3272.0,,6.0,39982.0,7.0,3480196.0,1097.0,1613457.0,972640.0,True,05A6mr7C2bP7uPrEQrj9qk
GALOPA,GALOPA,PEDRO SAMPAIO,2021-09-16,BRWMB2100721,3667,22.4,210287302.0,26385.0,7610967.0,57.0,312406682.0,1727224.0,352725.0,79097830.0,1043956869.0,20077955.0,17.0,5343.0,,36.0,74508.0,7.0,18770.0,,11458.0,302042.0,False,3gK5ckT0cq3t5enyqzzRgV
Reckless,Reckless,Madison Beer,2021-06-04,USSM12102874,3670,22.4,504851489.0,57183.0,22431648.0,66.0,156937871.0,2288818.0,175947.0,95616150.0,763454337.0,820387064.0,43.0,24679.0,,12.0,84499.0,16.0,2913831.0,6029.0,,845428.0,False,1Dq5By1yUrOB0zSxhCc5v8
Paint The Town Red,Paint The Town Red,Doja Cat,2023-08-03,USRC12301713,3678,22.4,1065399331.0,3719.0,1828974.0,52.0,,,,,,,51.0,377.0,,2.0,7982.0,,,,,,False,4dHRp03oxqJQfjGU8ECo7v
BEST ON EARTH (feat. BIA) - Bonus,BEST ON EARTH (feat. BIA),Russ,2019-10-18,USSM11913145,3665,22.4,236121136.0,50891.0,7553724.0,60.0,66409032.0,793546.0,40154.0,5254332.0,44773047.0,1075576.0,34.0,85329.0,,15.0,11093.0,6.0,202270853.0,64899.0,17011139.0,2596463.0,True,0xKBkLcF71uUQeTA7FSu4A
Drunk (And I Don't Wanna Go Home),Drunk (And I Don't Wanna Go Home),Elle King,2021-02-26,USRC12100003,3676,22.4,198817832.0,29696.0,13496258.0,61.0,72494045.0,589638.0,28163.0,5259924.0,88185708.0,240248194.0,53.0,207532.0,97.0,4.0,991.0,42.0,124606059.0,33325.0,,1594014.0,False,0QULNNd9z5s35entfiiXoa
Overdrive,Overdrive,Post Malone,2023-07-14,USUM72306020,3669,22.4,130236751.0,27992.0,6772366.0,63.0,9721972.0,104453.0,21289.0,4910687.0,52127762.0,,17.0,7742.0,3.0,15.0,366175.0,8.0,3091452.0,1386.0,,229064.0,False,3t0ic4mkhvhamrKDkulB8v
Cuando Nadie Ve,Cuando Nadie Ve,Morat,2018-06-08,ES5701800456,3673,22.4,621596476.0,41914.0,21124626.0,72.0,761391767.0,3404496.0,127773.0,13275748.0,84607917.0,210012869.0,23.0,17161.0,,36.0,1908898.0,15.0,1240330.0,1797.0,,1406798.0,False,71iAechwVKGu26pahzFL0k
Freak (feat. REI AMI),Thrill Seeker,Sub Urban,2020-03-13,USWB12000170,3652,22.4,193103080.0,47712.0,8225689.0,62.0,282087862.0,4970570.0,1349437.0,175447722.0,1526797371.0,15573122.0,5.0,2357.0,,2.0,5607.0,,31549388.0,29235.0,,1359388.0,False,5jkbw3FDS3bSSb4oLKYbjf
Sugar Rush Ride,The Name Chapter: TEMPTATION,TOMORROW X TOGETHER,2023-01-27,USA2P2243432,3672,22.4,178523233.0,14560.0,6470472.0,67.0,140763661.0,2394273.0,144009.0,133503343.0,697618053.0,53703779.0,11.0,1785.0,23.0,5.0,36012.0,36.0,905604.0,967.0,,370282.0,False,0rhI6gvOeCKA502RdJAbfs
Me Escap,Me Escap,DobleP,2023-09-07,QZNJZ2368122,3654,22.4,36559856.0,7332.0,6306859.0,,44786762.0,189253.0,426900.0,63088852.0,722844173.0,,,214.0,,3.0,3117.0,6.0,,,,81058.0,True,3PMDGzzSA9T2KYEENEMEcD
Sakhiyaan,Sakhiyaan,Maninder Buttar,2018-10-21,FR96X1865569,3668,22.4,177496669.0,14789.0,2384549.0,65.0,776438148.0,6800185.0,1109656.0,28941338.0,339486868.0,31425935.0,4.0,113.0,,,,8.0,220.0,,,433239.0,False,3sqRODOZ1Z6hR4F2tnFAlg
Without You (feat. Sandro Cavazza),AVCI,Avicii,2017-08-10,SE5R71700101,3662,22.4,1074175360.0,135290.0,29277394.0,73.0,293084186.0,2973334.0,180391.0,19770288.0,229614343.0,24725817.0,82.0,43106.0,119.0,46.0,259328.0,7.0,21846254.0,11253.0,,5939460.0,True,6Pgkp4qUoTmJIPn7ReaGxL
Aynen,Hermano,Heijan,2023-04-28,QZMZ92307983,3663,22.4,66701855.0,12381.0,2302824.0,57.0,132663199.0,408097.0,59853.0,1885010.0,52142540.0,289637676.0,7.0,2069.0,,,,,,,,241463.0,False,72HD3OMs70hTZlbKVVd1rG
IDGAF,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,GBAHT1600301,3675,22.4,1583012380.0,108894.0,36019109.0,71.0,223607979.0,2045247.0,737796.0,18251968.0,135618240.0,21900.0,129.0,277.0,56.0,190.0,438831.0,25.0,111497932.0,51095.0,,6705604.0,True,76cy1WJvNGJTj78UqeA5zr
Maniac,Maniac,Conan Gray,2019-10-25,USUM71920712,3653,22.4,845222205.0,109624.0,33327204.0,71.0,108306968.0,2342473.0,196948.0,49175319.0,316355255.0,21240769.0,58.0,30836.0,125.0,17.0,25809.0,8.0,22570411.0,35458.0,,1531126.0,False,6KfoDhO4XUWSbnyKjNp9c4
Love Me Harder,So Fresh  The Hits Of Summer 2015 + Best O,Ariana Grande,2014-01-01,USUM71409728,3655,22.4,917284463.0,80957.0,31639571.0,73.0,930161541.0,5513057.0,18522.0,2323429.0,18428812.0,504598711.0,84.0,18813.0,12.0,55.0,778510.0,19.0,308184099.0,116610.0,,5880498.0,False,5J4ZkQpzMUFojo1CtAZYpn
Si Supieras,Si Supieras,Daddy Yankee,2019-06-28,US2BU1900761,3677,22.4,306404848.0,33666.0,10575144.0,63.0,605370523.0,2987290.0,410825.0,4557282.0,56631793.0,131730572.0,47.0,4874.0,8.0,14.0,108812.0,14.0,33439792.0,6173.0,,1301119.0,False,7MRU4vOkywuhZ9kbFiPuiu
Love Someone,Love Someone,Lukas Graham,2018-09-07,USWB11801903,3674,22.4,753200066.0,76430.0,26556274.0,63.0,277222671.0,1404539.0,260432.0,16265262.0,192443386.0,7782057.0,51.0,111900.0,,38.0,48577.0,11.0,105848112.0,37101.0,6420870.0,,False,0OCRwXbQRdOZ1OtB4Imsp1
Dance Alone,Dance Alone,Sia,2024-02-07,USAT22400525,3660,22.4,25180079.0,3020.0,15579341.0,3.0,4405480.0,64658.0,,,,2050084502.0,46.0,40258.0,79.0,32.0,6943957.0,45.0,847587.0,68.0,,206471.0,False,1XZy2eprbATl4AnL9Fpsw1
Suano,Suano - Single,NTG,2024-03-24,TCAIA2470789,3656,22.4,15333864.0,1439.0,35368637.0,71.0,11215883.0,86574.0,121600.0,,,3407832.0,6.0,190.0,,5.0,555882.0,1.0,,,,122965.0,True,79OU5n2Y8jMcWgYZJ2DhAd
Heart On Ice,Heart On Ice,Rod Wave,2019-05-31,USUYG1257043,3659,22.4,320136804.0,70340.0,8592699.0,62.0,300606606.0,2725053.0,274439.0,65635809.0,415394142.0,38241072.0,24.0,14504.0,177.0,2.0,8128.0,5.0,105823212.0,111036.0,,1552968.0,True,591ks2A0o7ratTpiRdI7M6
POP/STARS,POP/STARS,K/DA,2018-11-03,NLRD51859885,3650,22.4,352999804.0,49066.0,6820467.0,64.0,688305700.0,7491512.0,2636.0,3122902.0,22307459.0,105803850.0,16.0,2110.0,,10.0,27275.0,26.0,4297676.0,8057.0,7430414.0,768827.0,False,5sbooPcNgIE22DwO0VNGUJ
Ring (feat. Kehlani),Invasion of Privacy,Cardi B,2018-04-06,USAT21801432,3671,22.4,242105356.0,25649.0,5257047.0,59.0,327705174.0,2907887.0,129582.0,5433488.0,38979215.0,25155712.0,21.0,48967.0,40.0,7.0,36419.0,15.0,198379303.0,91142.0,34076078.0,1550411.0,True,5DfWF0jqMgZDCiu9zJENTA
Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),Calvin Harris,2022-05-27,GBARL2201128,3657,22.4,221965013.0,38872.0,27661038.0,60.0,51083768.0,550181.0,569.0,256156.0,4096148.0,3165598002.0,58.0,113411.0,345.0,62.0,1596584.0,45.0,2098569.0,1119.0,,1046181.0,True,7fYRg3CEbk6rNCuzNzMT06
Pgina De Ex - Ao Vivo N,Mari No Barzinho (Ao Vivo No RJ),Mari Fernandez,2024-04-26,BCZT72400033,3666,22.4,13842105.0,920.0,16028156.0,71.0,18663230.0,85838.0,,,,17057535.0,4.0,2.0,,11.0,805419.0,9.0,231.0,,,10827.0,False,6IFMz6Buh3dKoUjULWE26n
"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,2011-10-11,USAT21102232,3679,22.4,1431126152.0,247483.0,44736824.0,70.0,850533301.0,6782649.0,201008.0,24881938.0,222945510.0,157062927.0,95.0,10266.0,,69.0,289282.0,36.0,,,,142030.0,True,5HQVUIKwCEXpe7JIHyY734
NEW MAGIC WAND,IGOR,"Tyler, The Creator",2019-05-17,USQX91901115,3703,22.3,617991511.0,145653.0,18875661.0,74.0,100752374.0,1194201.0,98442.0,100573264.0,661984472.0,6476.0,16.0,194.0,,8.0,73030.0,4.0,2686472.0,12461.0,,1512216.0,True,0fv2KH6hac06J86hBUTcSf
Taaron Ke Shehar,Taaron Ke Shehar,Neha Kakkar,2020-09-20,INS182006274,3686,22.3,95962246.0,7017.0,3232549.0,58.0,663681127.0,5839475.0,,,,231939795.0,2.0,25.0,,,,5.0,,,,198978.0,False,1r6sFC5J0p9r3jcfIoSGDM
Monster,Monster,LUM!X,2019-04-19,ITV951900009,3704,22.3,324575469.0,84886.0,16138519.0,66.0,84490948.0,834256.0,2636838.0,355125016.0,4875609910.0,,25.0,16.0,3.0,27.0,599230.0,13.0,2081700.0,3093.0,,3588080.0,False,0YU17F0BlVXvmx5ytsR43w
"SI SI SI SI (feat. Eladio Carrion, Bryant Myers, Dei V)",The Academy: Segunda Misi,The Academy: Segunda Misi,2024-03-28,USWL12400691,3684,22.3,35185414.0,3730.0,5697401.0,68.0,14926797.0,144331.0,,,,6920836.0,21.0,422.0,,3.0,21209.0,,227701.0,109.0,,143569.0,True,3GY16GkbrhV1hya2TKsaaj
